"","StudentID","SAT","GPA","scholarship","enroll"
"12311",12311,1315,3.48,0.75,0
"12312",12312,1144,2.96,1.07,1
"12313",12313,1083,2.71,1.09,1
"12314",12314,1050,2.48,0.88,1
"12315",12315,1109,2.87,1.09,1
"12316",12316,1166,2.98,0,1
"12317",12317,1296,3.36,0,0
"12318",12318,1005,2.57,0,1
"12319",12319,1395,3.53,1.03,0
"12320",12320,1113,2.73,0,1
"12321",12321,1309,3.24,1.14,1
"12322",12322,1423,3.51,0.83,0
"12323",12323,1174,2.89,1.31,1
"12324",12324,1122,2.7,0,1
"12325",12325,1181,2.98,0,1
"12326",12326,1054,2.66,0,1
"12327",12327,1260,3.07,0,0
"12328",12328,1481,3.61,1.25,0
"12329",12329,1334,3.28,0,0
"12330",12330,1227,2.9,0.77,1
"12331",12331,1182,2.92,0,1
"12332",12332,1112,2.91,1.13,1
"12333",12333,1036,2.59,0,1
"12334",12334,1283,3.35,1.73,1
"12335",12335,1431,3.41,1.87,0
"12336",12336,1238,2.98,1.29,1
"12337",12337,1346,3.31,0.8,0
"12338",12338,1562,3.78,1.75,0
"12339",12339,1281,3.08,0,0
"12340",12340,1434,3.69,1.93,0
"12341",12341,1060,2.8,0,1
"12342",12342,1315,3.46,0,0
"12343",12343,1032,2.4,0,1
"12344",12344,1142,2.85,0,1
"12345",12345,1205,3.06,1.14,1
"12346",12346,1235,2.99,0,1
"12347",12347,1437,3.72,0.87,0
"12348",12348,1127,2.67,0,1
"12349",12349,1474,3.79,0,0
"12350",12350,1024,2.68,0.57,1
"12351",12351,1222,3.04,1.98,1
"12352",12352,1428,3.49,0.77,0
"12353",12353,1088,2.77,0.79,1
"12354",12354,1319,3.14,0,0
"12355",12355,1025,2.61,0,1
"12356",12356,1513,3.58,0.83,0
"12357",12357,1324,3.16,0,0
"12358",12358,1162,2.8,0,1
"12359",12359,1521,3.84,0.96,0
"12360",12360,1025,2.65,0,1
"12361",12361,1525,3.85,1.24,0
"12362",12362,1500,3.63,1.17,0
"12363",12363,1082,2.77,0,1
"12364",12364,1261,3.27,0,0
"12365",12365,1033,2.68,1.24,1
"12366",12366,1152,2.76,1.45,1
"12367",12367,1205,3.03,1.96,1
"12368",12368,1364,3.55,1.71,0
"12369",12369,1384,3.59,2.37,1
"12370",12370,1266,3.17,0.93,1
"12371",12371,1351,3.52,1.2,0
"12372",12372,1062,2.61,0,1
"12373",12373,1562,3.8,2.48,0
"12374",12374,1490,3.76,1.88,0
"12375",12375,1323,3.39,1.21,0
"12376",12376,1420,3.51,0.7,0
"12377",12377,1054,2.79,0,1
"12378",12378,1261,3.11,0,0
"12379",12379,1244,3.01,0,0
"12380",12380,1224,2.98,0,1
"12381",12381,1551,3.73,0,0
"12382",12382,1371,3.3,2.39,1
"12383",12383,1540,3.74,0,0
"12384",12384,1398,3.52,0.6,0
"12385",12385,1240,2.97,0,1
"12386",12386,1383,3.63,1.19,0
"12387",12387,1251,3.12,0,0
"12388",12388,1352,3.46,2.42,1
"12389",12389,1035,2.5,0,1
"12390",12390,1277,3.17,0,0
"12391",12391,1018,2.57,1.16,1
"12392",12392,1275,3.08,2.27,1
"12393",12393,1558,4.04,0.79,0
"12394",12394,1216,3.19,0,0
"12395",12395,1266,3.04,0,0
"12396",12396,1362,3.44,0.97,0
"12397",12397,1290,3.37,0,0
"12398",12398,1210,3.03,1.1,1
"12399",12399,1320,3.45,1.83,1
"12400",12400,1334,3.43,0,0
"12401",12401,1305,3.15,0,0
"12402",12402,1460,3.77,0,0
"12403",12403,1203,2.83,0.97,1
"12404",12404,1538,3.78,0.64,0
"12405",12405,1113,2.7,2.04,1
"12406",12406,1263,3.27,0,0
"12407",12407,1253,2.99,0,0
"12408",12408,1252,3.27,0,0
"12409",12409,1134,2.65,1.47,1
"12410",12410,1099,2.65,1.6,1
"12411",12411,1451,3.58,0,0
"12412",12412,1078,2.84,0,1
"12413",12413,1513,3.87,1.94,0
"12414",12414,1258,2.96,0,0
"12415",12415,1217,2.85,0,1
"12416",12416,1025,2.61,1.24,1
"12417",12417,1472,3.59,1.49,0
"12418",12418,1498,3.77,0,0
"12419",12419,1315,3.44,0,0
"12420",12420,1350,3.48,1.73,1
"12421",12421,1164,3.04,0,1
"12422",12422,1266,3.28,1.14,1
"12423",12423,1410,3.52,1.95,0
"12424",12424,1371,3.59,1.12,0
"12425",12425,1058,2.74,0,1
"12426",12426,1273,3.12,0,0
"12427",12427,1287,3.29,0,0
"12428",12428,1019,2.56,0,1
"12429",12429,1040,2.68,0.85,1
"12430",12430,1345,3.5,0,0
"12431",12431,1219,3.08,0.61,1
"12432",12432,1173,2.8,0,1
"12433",12433,1508,3.68,0,0
"12434",12434,1182,2.9,2.04,1
"12435",12435,1360,3.32,0.99,0
"12436",12436,1410,3.66,1.13,0
"12437",12437,1096,2.87,0,1
"12438",12438,1394,3.65,0.81,0
"12439",12439,1086,2.53,0,1
"12440",12440,1376,3.47,1.91,1
"12441",12441,1142,3.01,0,1
"12442",12442,1008,2.45,2.47,1
"12443",12443,1403,3.63,0.73,0
"12444",12444,1199,3.04,1.26,1
"12445",12445,1249,2.97,0,1
"12446",12446,1506,3.85,0,0
"12447",12447,1342,3.34,0,0
"12448",12448,1470,3.68,2.49,0
"12449",12449,1341,3.52,2.41,1
"12450",12450,1131,2.96,0,1
"12451",12451,1410,3.7,0.82,0
"12452",12452,1001,2.38,0,1
"12453",12453,1266,3.03,0,0
"12454",12454,1414,3.35,2.27,1
"12455",12455,1168,2.82,1.18,1
"12456",12456,1337,3.52,0,0
"12457",12457,1492,3.6,0,0
"12458",12458,1096,2.87,0,1
"12459",12459,1427,3.41,0,0
"12460",12460,1235,2.96,1.85,1
"12461",12461,1195,3.11,2.1,1
"12462",12462,1073,2.64,0,1
"12463",12463,1397,3.32,0,0
"12464",12464,1411,3.41,1.17,0
"12465",12465,1145,2.82,0,1
"12466",12466,1206,3.19,0,0
"12467",12467,1455,3.6,0,0
"12468",12468,1546,3.7,0.76,0
"12469",12469,1487,3.6,1.86,0
"12470",12470,1426,3.44,1.22,0
"12471",12471,1450,3.43,0.69,0
"12472",12472,1076,2.65,0,1
"12473",12473,1214,2.95,0,1
"12474",12474,1187,2.85,1.87,1
"12475",12475,1455,3.58,0.7,0
"12476",12476,1303,3.24,0,0
"12477",12477,1473,3.65,1.21,0
"12478",12478,1243,3.28,0,0
"12479",12479,1275,3.2,2.04,1
"12480",12480,1209,3.05,1.46,1
"12481",12481,1445,3.79,0,0
"12482",12482,1220,3.07,0,1
"12483",12483,1003,2.58,0,1
"12484",12484,1510,3.79,0,0
"12485",12485,1520,3.93,0,0
"12486",12486,1359,3.35,0.98,0
"12487",12487,1287,3.03,0,0
"12488",12488,1290,3.18,0,0
"12489",12489,1347,3.27,1.15,0
"12490",12490,1339,3.37,1.62,1
"12491",12491,1313,3.45,2.24,1
"12492",12492,1208,3.06,0,1
"12493",12493,1384,3.34,0,0
"12494",12494,1166,2.87,1.78,1
"12495",12495,1403,3.44,1.86,1
"12496",12496,1523,3.86,0.96,0
"12497",12497,1360,3.32,0,0
"12498",12498,1507,3.73,1.36,0
"12499",12499,1545,3.85,0.71,0
"12500",12500,1355,3.44,0.57,0
"12501",12501,1215,2.89,0,1
"12502",12502,1219,2.95,0.58,1
"12503",12503,1332,3.26,0,0
"12504",12504,1380,3.31,1.41,0
"12505",12505,1293,3.29,2.4,1
"12506",12506,1047,2.55,1.91,1
"12507",12507,1084,2.76,0,1
"12508",12508,1458,3.81,1.91,0
"12509",12509,1269,3.2,0,0
"12510",12510,1299,3.39,1.72,1
"12511",12511,1171,2.93,0,1
"12512",12512,1313,3.47,0,0
"12513",12513,1012,2.38,1.19,1
"12514",12514,1546,3.85,0,0
"12515",12515,1052,2.51,0,1
"12516",12516,1240,3.26,0,0
"12517",12517,1438,3.55,0,0
"12518",12518,1174,3.05,0,1
"12519",12519,1194,3.08,0,1
"12520",12520,1430,3.76,2.02,0
"12521",12521,1048,2.48,0,1
"12522",12522,1131,2.86,0,1
"12523",12523,1404,3.37,0,0
"12524",12524,1481,3.69,1.3,0
"12525",12525,1110,2.89,0.93,1
"12526",12526,1101,2.93,0,1
"12527",12527,1144,3.04,0.98,1
"12528",12528,1267,3.07,0,0
"12529",12529,1568,3.98,0.58,0
"12530",12530,1356,3.27,1.33,1
"12531",12531,1191,2.83,0,1
"12532",12532,1452,3.66,0.76,0
"12533",12533,1304,3.19,0.76,1
"12534",12534,1246,3.14,1.77,1
"12535",12535,1222,3.18,0.9,1
"12536",12536,1190,3.05,1.32,1
"12537",12537,1539,4.03,2.45,0
"12538",12538,1519,3.78,2.34,0
"12539",12539,1206,2.93,0,1
"12540",12540,1159,2.83,2.18,1
"12541",12541,1460,3.61,1.89,0
"12542",12542,1267,3.04,0,0
"12543",12543,1207,2.92,1.47,1
"12544",12544,1288,3.24,1.05,1
"12545",12545,1261,3.08,0,0
"12546",12546,1305,3.09,0.79,1
"12547",12547,1470,3.63,1,0
"12548",12548,1215,2.94,0,1
"12549",12549,1102,2.88,0,1
"12550",12550,1105,2.62,0,1
"12551",12551,1559,3.8,0,0
"12552",12552,1563,3.78,1.52,0
"12553",12553,1433,3.42,0.96,0
"12554",12554,1326,3.29,1.3,1
"12555",12555,1126,2.92,1.37,1
"12556",12556,1289,3.19,0,0
"12557",12557,1532,3.8,0.95,0
"12558",12558,1515,3.84,1.6,0
"12559",12559,1395,3.54,0.53,0
"12560",12560,1397,3.38,1.37,0
"12561",12561,1222,3.2,0,0
"12562",12562,1277,3.16,0,0
"12563",12563,1194,3.02,0,1
"12564",12564,1539,3.96,1.68,0
"12565",12565,1513,3.72,0,0
"12566",12566,1542,3.91,0,0
"12567",12567,1007,2.71,1.35,1
"12568",12568,1254,3.21,1.47,1
"12569",12569,1070,2.78,0,1
"12570",12570,1327,3.4,0.8,0
"12571",12571,1206,2.84,1.22,1
"12572",12572,1068,2.83,0.89,1
"12573",12573,1302,3.16,0,0
"12574",12574,1178,2.92,1,1
"12575",12575,1037,2.56,0,1
"12576",12576,1276,3.33,1.46,1
"12577",12577,1172,2.74,1.29,1
"12578",12578,1142,2.79,2.14,1
"12579",12579,1342,3.16,0,0
"12580",12580,1446,3.43,2.44,1
"12581",12581,1370,3.3,0.55,0
"12582",12582,1023,2.71,0.93,1
"12583",12583,1182,2.98,0,1
"12584",12584,1177,3.1,2.46,1
"12585",12585,1139,2.72,0,1
"12586",12586,1059,2.79,0,1
"12587",12587,1115,2.61,1.01,1
"12588",12588,1313,3.47,0,0
"12589",12589,1228,3.27,1.21,1
"12590",12590,1547,3.74,1.8,0
"12591",12591,1497,3.75,1.49,0
"12592",12592,1551,3.84,1.05,0
"12593",12593,1296,3.11,0,0
"12594",12594,1020,2.49,1.71,1
"12595",12595,1528,3.99,0.91,0
"12596",12596,1201,3.12,0.54,1
"12597",12597,1522,3.65,0.69,0
"12598",12598,1446,3.62,1.51,0
"12599",12599,1528,3.82,0.82,0
"12600",12600,1434,3.58,0.63,0
"12601",12601,1418,3.39,1.41,0
"12602",12602,1497,3.87,0.99,0
"12603",12603,1262,3.33,0,0
"12604",12604,1515,3.94,1.6,0
"12605",12605,1031,2.47,0,1
"12606",12606,1111,2.86,0.73,1
"12607",12607,1234,2.89,0,1
"12608",12608,1111,2.89,1.55,1
"12609",12609,1082,2.81,1.68,1
"12610",12610,1400,3.59,0,0
"12611",12611,1443,3.46,0,0
"12612",12612,1008,2.53,0,1
"12613",12613,1087,2.85,1.45,1
"12614",12614,1205,3.18,0,0
"12615",12615,1440,3.67,0.82,0
"12616",12616,1093,2.9,0.53,1
"12617",12617,1103,2.75,1.19,1
"12618",12618,1572,3.86,1.28,0
"12619",12619,1426,3.65,0.57,0
"12620",12620,1379,3.49,0.61,0
"12621",12621,1435,3.4,0,0
"12622",12622,1419,3.6,1.21,0
"12623",12623,1343,3.51,0,0
"12624",12624,1332,3.45,1.58,1
"12625",12625,1573,4.01,0.55,0
"12626",12626,1418,3.54,0.71,0
"12627",12627,1182,2.91,1.67,1
"12628",12628,1351,3.49,0.77,0
"12629",12629,1553,4.03,0.59,0
"12630",12630,1073,2.77,0,1
"12631",12631,1346,3.54,2.41,1
"12632",12632,1127,2.97,2.28,1
"12633",12633,1019,2.72,0,1
"12634",12634,1268,3.17,0.72,1
"12635",12635,1161,3.05,0,1
"12636",12636,1332,3.32,1.86,1
"12637",12637,1137,2.94,0,1
"12638",12638,1480,3.81,1.14,0
"12639",12639,1053,2.8,0,1
"12640",12640,1303,3.18,0,0
"12641",12641,1097,2.83,1.83,1
"12642",12642,1343,3.26,0,0
"12643",12643,1393,3.62,1.04,0
"12644",12644,1298,3.22,0,0
"12645",12645,1474,3.84,0.83,0
"12646",12646,1351,3.52,1.95,1
"12647",12647,1337,3.49,1.88,1
"12648",12648,1167,2.78,0,1
"12649",12649,1400,3.66,0,0
"12650",12650,1459,3.65,1.11,0
"12651",12651,1485,3.9,0,0
"12652",12652,1039,2.64,0,1
"12653",12653,1484,3.74,0,0
"12654",12654,1378,3.28,1.35,0
"12655",12655,1289,3.02,1.37,1
"12656",12656,1298,3.4,0,0
"12657",12657,1411,3.51,1.84,0
"12658",12658,1150,3.01,1.16,1
"12659",12659,1409,3.69,1,0
"12660",12660,1536,3.75,1.53,0
"12661",12661,1518,3.68,0.79,0
"12662",12662,1109,2.61,0,1
"12663",12663,1342,3.16,0,0
"12664",12664,1568,3.9,0.69,0
"12665",12665,1223,3.04,0,1
"12666",12666,1107,2.76,1.45,1
"12667",12667,1247,3.04,2.37,1
"12668",12668,1422,3.46,0,0
"12669",12669,1468,3.54,0.88,0
"12670",12670,1461,3.81,1.27,0
"12671",12671,1274,3.34,0.98,1
"12672",12672,1092,2.92,0,1
"12673",12673,1005,2.68,0.67,1
"12674",12674,1289,3.3,2.4,1
"12675",12675,1389,3.58,0,0
"12676",12676,1285,3.08,0,0
"12677",12677,1423,3.45,0,0
"12678",12678,1071,2.68,0,1
"12679",12679,1529,4.01,0.94,0
"12680",12680,1509,3.59,2.02,0
"12681",12681,1332,3.51,2.11,1
"12682",12682,1397,3.37,0.68,0
"12683",12683,1552,3.7,0,0
"12684",12684,1388,3.44,1.76,1
"12685",12685,1136,2.95,0,1
"12686",12686,1556,3.7,1.18,0
"12687",12687,1336,3.33,1.56,1
"12688",12688,1314,3.46,1.48,1
"12689",12689,1087,2.56,1.76,1
"12690",12690,1340,3.29,0.59,0
"12691",12691,1346,3.52,2.37,1
"12692",12692,1175,2.74,0,1
"12693",12693,1445,3.49,2.33,1
"12694",12694,1566,4.04,1.3,0
"12695",12695,1420,3.58,0,0
"12696",12696,1218,3.1,0.57,1
"12697",12697,1190,2.89,0.89,1
"12698",12698,1186,2.86,0,1
"12699",12699,1135,2.74,0.51,1
"12700",12700,1431,3.62,0.82,0
"12701",12701,1235,3.24,0,0
"12702",12702,1263,3.3,0,0
"12703",12703,1141,2.88,1.94,1
"12704",12704,1541,3.89,0.56,0
"12705",12705,1102,2.77,1.96,1
"12706",12706,1217,3.12,2.05,1
"12707",12707,1535,3.83,1.34,0
"12708",12708,1132,2.72,0,1
"12709",12709,1251,3.27,2.44,1
"12710",12710,1397,3.51,0.58,0
"12711",12711,1266,2.99,0,0
"12712",12712,1413,3.68,0,0
"12713",12713,1408,3.45,1.65,0
"12714",12714,1115,2.86,0,1
"12715",12715,1363,3.32,0,0
"12716",12716,1393,3.47,2.1,1
"12717",12717,1126,2.86,0,1
"12718",12718,1104,2.6,0,1
"12719",12719,1158,2.71,1.22,1
"12720",12720,1488,3.6,0.56,0
"12721",12721,1530,4.01,1.22,0
"12722",12722,1547,3.79,0.53,0
"12723",12723,1205,2.98,0,1
"12724",12724,1481,3.52,0.79,0
"12725",12725,1007,2.6,1.98,1
"12726",12726,1381,3.56,0.88,0
"12727",12727,1015,2.66,1.06,1
"12728",12728,1016,2.59,0,1
"12729",12729,1481,3.77,2.31,0
"12730",12730,1103,2.85,0,1
"12731",12731,1127,2.91,0,1
"12732",12732,1103,2.8,0,1
"12733",12733,1370,3.36,1.12,0
"12734",12734,1062,2.85,0,1
"12735",12735,1574,3.9,1.57,0
"12736",12736,1341,3.5,0,0
"12737",12737,1239,2.99,0,1
"12738",12738,1257,3.06,0,0
"12739",12739,1390,3.56,1.16,0
"12740",12740,1355,3.21,0,0
"12741",12741,1280,3.16,0,0
"12742",12742,1474,3.74,1.71,0
"12743",12743,1418,3.48,1.33,0
"12744",12744,1065,2.71,0,1
"12745",12745,1062,2.79,2.47,1
"12746",12746,1010,2.64,0,1
"12747",12747,1550,3.93,0,0
"12748",12748,1169,2.8,0,1
"12749",12749,1106,2.75,0,1
"12750",12750,1481,3.83,0,0
"12751",12751,1008,2.54,0,1
"12752",12752,1173,2.92,0,1
"12753",12753,1001,2.38,0,1
"12754",12754,1567,4.02,2.27,0
"12755",12755,1227,3.15,0.86,1
"12756",12756,1215,3.13,1.32,1
"12757",12757,1123,3,1.88,1
"12758",12758,1418,3.54,0.72,0
"12759",12759,1313,3.22,0,0
"12760",12760,1353,3.46,2.03,1
"12761",12761,1336,3.36,0,0
"12762",12762,1570,3.73,0,0
"12763",12763,1384,3.29,0.56,0
"12764",12764,1495,3.92,0.56,0
"12765",12765,1341,3.19,0,0
"12766",12766,1537,3.92,1.4,0
"12767",12767,1412,3.71,1,0
"12768",12768,1373,3.63,0.73,0
"12769",12769,1102,2.69,0.77,1
"12770",12770,1101,2.62,1.1,1
"12771",12771,1359,3.45,0,0
"12772",12772,1065,2.74,0,1
"12773",12773,1299,3.09,0,0
"12774",12774,1025,2.55,1.34,1
"12775",12775,1040,2.77,0,1
"12776",12776,1147,2.98,0,1
"12777",12777,1553,3.84,0,0
"12778",12778,1284,3.23,1.37,1
"12779",12779,1538,3.65,1.92,0
"12780",12780,1428,3.64,2.12,0
"12781",12781,1433,3.48,1.23,0
"12782",12782,1188,3.15,0,1
"12783",12783,1289,3.28,0,0
"12784",12784,1057,2.67,0,1
"12785",12785,1237,3.26,1.96,1
"12786",12786,1367,3.57,0.68,0
"12787",12787,1354,3.46,0.96,0
"12788",12788,1080,2.55,0,1
"12789",12789,1367,3.23,0,0
"12790",12790,1517,3.92,0,0
"12791",12791,1177,2.78,1.1,1
"12792",12792,1151,3.04,1.89,1
"12793",12793,1341,3.25,0,0
"12794",12794,1226,2.97,0,1
"12795",12795,1438,3.56,0,0
"12796",12796,1152,2.68,1.32,1
"12797",12797,1049,2.47,0.86,1
"12798",12798,1091,2.6,0,1
"12799",12799,1054,2.79,0,1
"12800",12800,1163,2.97,0,1
"12801",12801,1040,2.55,0.96,1
"12802",12802,1534,3.74,0.77,0
"12803",12803,1324,3.28,2.23,1
"12804",12804,1544,4.04,2.47,0
"12805",12805,1373,3.4,1.83,1
"12806",12806,1359,3.58,1.16,0
"12807",12807,1199,2.89,0,1
"12808",12808,1193,2.78,0.67,1
"12809",12809,1175,3.07,0,1
"12810",12810,1096,2.89,0,1
"12811",12811,1048,2.44,1.27,1
"12812",12812,1165,3.1,0,1
"12813",12813,1035,2.76,2.29,1
"12814",12814,1023,2.7,1.23,1
"12815",12815,1097,2.73,0,1
"12816",12816,1101,2.59,0,1
"12817",12817,1308,3.43,0.77,0
"12818",12818,1275,3.17,1.15,1
"12819",12819,1096,2.71,0,1
"12820",12820,1406,3.62,0,0
"12821",12821,1287,3.1,1.14,1
"12822",12822,1562,4.05,1.74,0
"12823",12823,1079,2.81,1.18,1
"12824",12824,1311,3.39,0,0
"12825",12825,1015,2.65,0.79,1
"12826",12826,1382,3.34,0,0
"12827",12827,1461,3.59,1.24,0
"12828",12828,1577,3.76,0.73,0
"12829",12829,1277,3.34,1.28,1
"12830",12830,1466,3.51,0.82,0
"12831",12831,1408,3.57,0.63,0
"12832",12832,1411,3.72,1.43,0
"12833",12833,1537,3.72,2.34,0
"12834",12834,1141,2.72,1.01,1
"12835",12835,1097,2.69,0,1
"12836",12836,1134,2.65,0,1
"12837",12837,1429,3.7,1.22,0
"12838",12838,1060,2.47,0.77,1
"12839",12839,1358,3.2,2.11,1
"12840",12840,1325,3.45,0,0
"12841",12841,1029,2.71,0,1
"12842",12842,1523,3.76,1.04,0
"12843",12843,1208,3.08,0,1
"12844",12844,1302,3.32,0,0
"12845",12845,1306,3.2,0,0
"12846",12846,1007,2.35,0,1
"12847",12847,1228,2.93,0,1
"12848",12848,1015,2.67,0,1
"12849",12849,1163,3.1,0,1
"12850",12850,1541,3.65,1.2,0
"12851",12851,1155,3.06,0,1
"12852",12852,1029,2.55,0,1
"12853",12853,1114,2.65,2.08,1
"12854",12854,1204,3.07,0,1
"12855",12855,1360,3.34,2.2,1
"12856",12856,1165,2.73,0,1
"12857",12857,1264,3.18,0,0
"12858",12858,1189,2.8,0,1
"12859",12859,1248,3.28,1.49,1
"12860",12860,1465,3.64,0,0
"12861",12861,1571,3.75,1.58,0
"12862",12862,1107,2.79,0.73,1
"12863",12863,1474,3.83,1.1,0
"12864",12864,1297,3.38,0.69,0
"12865",12865,1497,3.94,0.5,0
"12866",12866,1154,2.74,1.19,1
"12867",12867,1550,3.76,0.55,0
"12868",12868,1365,3.41,1.45,0
"12869",12869,1555,3.72,2.37,0
"12870",12870,1013,2.63,0,1
"12871",12871,1139,3,0,1
"12872",12872,1530,3.78,1.72,0
"12873",12873,1009,2.47,0,1
"12874",12874,1503,3.89,1.33,0
"12875",12875,1278,3.25,2.43,1
"12876",12876,1157,2.85,0,1
"12877",12877,1266,3.08,0,0
"12878",12878,1157,3.06,0,1
"12879",12879,1361,3.38,1.47,1
"12880",12880,1163,2.79,0.75,1
"12881",12881,1537,3.91,0,0
"12882",12882,1380,3.58,1.3,0
"12883",12883,1548,3.77,0.77,0
"12884",12884,1514,3.79,0.8,0
"12885",12885,1364,3.42,1.07,0
"12886",12886,1307,3.26,0,0
"12887",12887,1184,2.94,0,1
"12888",12888,1457,3.8,2.13,0
"12889",12889,1175,3.13,2.46,1
"12890",12890,1579,4.12,0.82,0
"12891",12891,1318,3.27,1.85,1
"12892",12892,1539,3.97,2.25,0
"12893",12893,1442,3.44,0.81,0
"12894",12894,1218,2.96,0,1
"12895",12895,1325,3.3,0.94,0
"12896",12896,1496,3.55,1.85,0
"12897",12897,1133,2.88,0,1
"12898",12898,1238,2.96,0,1
"12899",12899,1075,2.56,1.2,1
"12900",12900,1233,3.28,0,0
"12901",12901,1070,2.65,0,1
"12902",12902,1445,3.44,2.26,1
"12903",12903,1511,3.66,1.91,0
"12904",12904,1302,3.35,0,0
"12905",12905,1063,2.48,0,1
"12906",12906,1536,3.69,1,0
"12907",12907,1409,3.5,1.45,0
"12908",12908,1281,3.17,0.97,1
"12909",12909,1108,2.65,0,1
"12910",12910,1092,2.74,0,1
"12911",12911,1528,3.76,2.49,0
"12912",12912,1556,3.9,1.16,0
"12913",12913,1238,3,0.76,1
"12914",12914,1018,2.59,1.2,1
"12915",12915,1565,3.73,1.73,0
"12916",12916,1280,3.03,0,0
"12917",12917,1108,2.9,1.24,1
"12918",12918,1066,2.59,0.73,1
"12919",12919,1144,2.88,0,1
"12920",12920,1222,3.16,0.61,1
"12921",12921,1257,3.11,0,0
"12922",12922,1282,3.39,0,0
"12923",12923,1316,3.1,0,0
"12924",12924,1373,3.37,1.43,0
"12925",12925,1122,2.64,0,1
"12926",12926,1399,3.41,1.21,0
"12927",12927,1365,3.36,2.23,1
"12928",12928,1335,3.2,0,0
"12929",12929,1234,2.91,0,1
"12930",12930,1420,3.43,0,0
"12931",12931,1268,3,2.15,1
"12932",12932,1542,3.88,1.16,0
"12933",12933,1181,3.11,1.8,1
"12934",12934,1454,3.73,0.68,0
"12935",12935,1029,2.65,1.35,1
"12936",12936,1241,2.91,2.37,1
"12937",12937,1268,3.31,1.5,1
"12938",12938,1287,3.14,0,0
"12939",12939,1561,4.1,2.02,0
"12940",12940,1319,3.15,1.3,1
"12941",12941,1068,2.6,0,1
"12942",12942,1425,3.54,1.54,0
"12943",12943,1432,3.67,0.78,0
"12944",12944,1425,3.44,0.94,0
"12945",12945,1401,3.43,2.38,1
"12946",12946,1392,3.52,2,1
"12947",12947,1283,3.41,0,0
"12948",12948,1085,2.6,0.63,1
"12949",12949,1057,2.57,1.05,1
"12950",12950,1496,3.81,0,0
"12951",12951,1256,3.22,0,0
"12952",12952,1406,3.7,0.64,0
"12953",12953,1363,3.29,0,0
"12954",12954,1575,3.75,0,0
"12955",12955,1371,3.62,0,0
"12956",12956,1080,2.59,1.4,1
"12957",12957,1225,3.21,0,0
"12958",12958,1376,3.51,2.17,1
"12959",12959,1164,2.92,0,1
"12960",12960,1557,3.76,2.07,0
"12961",12961,1332,3.18,0.68,0
"12962",12962,1181,3.1,0.86,1
"12963",12963,1197,3.06,0,1
"12964",12964,1161,3.07,0,1
"12965",12965,1199,3.17,0,0
"12966",12966,1003,2.52,1.57,1
"12967",12967,1218,3.13,0,0
"12968",12968,1262,2.99,0,0
"12969",12969,1439,3.52,2.02,0
"12970",12970,1255,3.31,0,0
"12971",12971,1036,2.46,0,1
"12972",12972,1391,3.3,1.22,0
"12973",12973,1238,3.15,0,0
"12974",12974,1388,3.28,1.18,0
"12975",12975,1494,3.73,1.63,0
"12976",12976,1299,3.36,1.97,1
"12977",12977,1016,2.36,0,1
"12978",12978,1250,3.16,0,0
"12979",12979,1369,3.44,0,0
"12980",12980,1074,2.64,0,1
"12981",12981,1407,3.42,0.69,0
"12982",12982,1170,2.74,0.96,1
"12983",12983,1466,3.66,1.32,0
"12984",12984,1148,2.95,0,1
"12985",12985,1030,2.46,1.65,1
"12986",12986,1130,3.01,0,1
"12987",12987,1527,3.92,0,0
"12988",12988,1010,2.5,0.65,1
"12989",12989,1342,3.49,0.99,0
"12990",12990,1524,3.69,0,0
"12991",12991,1143,3.06,0.83,1
"12992",12992,1417,3.49,0,0
"12993",12993,1426,3.62,1.77,0
"12994",12994,1361,3.44,0.86,0
"12995",12995,1569,3.86,2.19,0
"12996",12996,1294,3.38,2.32,1
"12997",12997,1229,3.22,0,0
"12998",12998,1532,3.67,1.12,0
"12999",12999,1539,3.83,1.03,0
"13000",13000,1259,2.99,0,0
"13001",13001,1385,3.63,0.86,0
"13002",13002,1313,3.3,0,0
"13003",13003,1163,2.72,2.34,1
"13004",13004,1576,3.89,0,0
"13005",13005,1527,3.71,1.15,0
"13006",13006,1144,3.01,0,1
"13007",13007,1300,3.31,0,0
"13008",13008,1406,3.43,1.48,0
"13009",13009,1329,3.14,1.58,1
"13010",13010,1349,3.56,0.74,0
"13011",13011,1432,3.48,0,0
"13012",13012,1220,2.89,0,1
"13013",13013,1269,3.3,0,0
"13014",13014,1285,3.21,1.42,1
"13015",13015,1308,3.19,0,0
"13016",13016,1488,3.54,0.98,0
"13017",13017,1273,3.32,0,0
"13018",13018,1433,3.52,0.98,0
"13019",13019,1308,3.22,0,0
"13020",13020,1060,2.63,0.99,1
"13021",13021,1222,3.25,0,0
"13022",13022,1246,3.16,0,0
"13023",13023,1479,3.79,2.17,0
"13024",13024,1486,3.65,0.68,0
"13025",13025,1089,2.64,0.71,1
"13026",13026,1179,2.76,0,1
"13027",13027,1404,3.38,0,0
"13028",13028,1564,4.09,2.47,0
"13029",13029,1309,3.29,0,0
"13030",13030,1340,3.51,2.14,1
"13031",13031,1319,3.48,0.52,0
"13032",13032,1542,3.78,0.69,0
"13033",13033,1291,3.2,0.86,1
"13034",13034,1076,2.58,1.16,1
"13035",13035,1252,3.2,1.23,1
"13036",13036,1294,3.09,0,0
"13037",13037,1037,2.68,2.3,1
"13038",13038,1258,3.13,0,0
"13039",13039,1135,2.92,0,1
"13040",13040,1085,2.62,1.07,1
"13041",13041,1397,3.39,0.79,0
